respondent_id,survey_date,session_source,role,region,city,institution_type,institution_tier,delivery_mode,discipline,program_level,year_of_study,age,ai_literacy_1to5,digital_comfort_1to5,internet_quality_1to5,ai_use_days_per_week,time_saved_hours_per_week,primary_ai_tool,other_tools_used,top_ai_use_cases,assessment_context_most_impacted,institution_policy_awareness,institution_ai_stance,cites_ai_sources_rate_0to1,verifies_ai_outputs_rate_0to1,perceived_learning_benefit_1to5,perceived_cheating_risk_1to5,perceived_dependency_risk_1to5,trust_in_ai_outputs_1to5,fairness_equity_concern_1to5,plagiarism_or_misuse_flag,student_grade_change_pct,student_stress_change_index,student_critical_thinking_change_index,staff_reported_ai_misuse_cases_last_term,ai_training_hours_last_6_months,ai_adoption_category
R102264,2025-06-18,Class Survey,Student,India,Delhi,K-12 School,Tier 2,Online,Business,Undergraduate,3,20,3,2,4,2,2.2,DALL·E,,Language improvement; Presentation creation,Online quiz,Not aware,Allowed with citation,0.07,0.49,4,2,5,4,4,0,-2.1,2.3,-0.8,,0.4,Medium
R102265,2025-05-04,Class Survey,Student,India,Hyderabad,K-12 School,Tier 1,Hybrid,Computer Science,Undergraduate,3,23,3,2,4,3,7.4,Notion AI,,Research summarization; Assignment writing; Presentation creation,In-class test,Trained on it,Unclear,0.42,0.35,4,4,4,4,4,0,0.8,-5.6,4.4,,3.7,Medium
R102266,2025-03-14,Class Survey,Student,USA,Boston,Private University,Tier 3,On-campus,Sciences,Doctorate,5,27,2,2,4,3,2.5,ChatGPT,Notion AI,Exam revision; Quiz practice; Coding help,In-class test,Heard of it,Allowed (limited),0.51,0.0,5,3,3,3,3,0,2.7,-5.3,-3.2,,0.0,Medium
R102267,2024-12-29,Panel Discussion Survey,Student,UAE,Dubai,K-12 School,Tier 2,On-campus,Arts/Humanities,High School,11,14,3,2,4,3,1.7,Perplexity,,Exam revision; Career guidance; Quiz practice,Take-home assignment,Trained on it,Allowed (limited),0.47,0.37,3,2,2,4,2,0,-0.6,-1.9,-0.2,,3.0,Medium
R102268,2025-07-14,Workshop Feedback,Student,India,Pune,EdTech Bootcamp,Tier 2,On-campus,Education,Postgraduate,1,29,1,2,4,3,1.1,Stable Diffusion,,Assignment writing; Coding help,Project,Not aware,Unclear,0.14,0.34,4,4,3,3,2,0,-3.5,-0.9,3.3,,2.9,Medium
R102269,2025-07-03,Panel Discussion Survey,Faculty,UK,London,Public University,Tier 3,On-campus,Computer Science,Staff,,61,4,2,4,5,7.4,ChatGPT,Stable Diffusion; Gemini,Note-making,Project,Heard of it,Allowed (limited),0.56,0.34,3,4,3,4,3,0,,,,2.0,7.2,High
R102270,2025-10-18,Panel Discussion Survey,Student,USA,Seattle,K-12 School,Tier 2,Hybrid,Engineering,Undergraduate,2,17,3,2,4,4,7.1,Stable Diffusion,QuillBot; Gemini,Quiz practice; Language improvement; Exam revision,In-class test,Read it,Unclear,0.42,0.47,4,2,3,2,4,0,5.3,-8.4,-2.4,,1.3,Medium
R102271,2025-03-02,Class Survey,Student,India,Pune,Private University,Tier 3,On-campus,Arts/Humanities,Undergraduate,4,19,1,2,4,1,0.0,Stable Diffusion,,Assignment writing; Quiz practice,Online quiz,Heard of it,Allowed with citation,0.17,0.18,3,5,4,4,4,0,-1.4,1.9,3.3,,1.8,Low
R102272,2025-03-25,Workshop Feedback,Student,India,Hyderabad,Private University,Tier 2,On-campus,Business,Doctorate,2,34,2,2,4,3,1.5,Notion AI,DALL·E,Coding help,Online quiz,Heard of it,Unclear,0.3,0.15,4,2,3,3,3,0,0.2,-0.5,-5.5,,0.2,Medium
R102273,2024-12-27,Panel Discussion Survey,Faculty,India,Kolkata,Private University,Tier 2,Online,Education,Staff,,61,3,2,4,4,7.9,Claude,Notion AI,Coding help; Assignment writing,Online quiz,Read it,Not allowed,0.29,0.42,3,3,2,4,2,0,,,,2.0,6.8,Medium
R102274,2025-06-11,Panel Discussion Survey,Faculty,India,Bengaluru,K-12 School,Tier 3,On-campus,Business,Staff,,30,2,2,4,3,0.7,ChatGPT,Stable Diffusion; Gemini,Exam revision,Online quiz,Read it,Allowed with citation,0.39,0.0,4,4,3,2,5,0,,,,5.0,4.3,Medium
R102275,2025-05-14,Panel Discussion Survey,Student,India,Mumbai,Public University,Tier 3,On-campus,Business,Undergraduate,1,17,3,2,4,3,5.6,ChatGPT,ChatGPT,Quiz practice; Research summarization; Coding help,Take-home assignment,Read it,Unclear,0.19,0.54,3,3,4,3,4,0,1.6,0.9,4.9,,0.0,Medium
R102276,2025-01-12,Panel Discussion Survey,Student,India,Mumbai,Private University,Tier 3,Online,Computer Science,Undergraduate,3,21,4,2,4,7,7.3,Claude,ChatGPT; Copilot; Midjourney,Interview prep; Quiz practice; Career guidance,Project,Not aware,Unclear,0.48,0.55,3,3,4,3,3,0,-0.4,-2.0,-5.7,,1.7,High
R102277,2025-08-20,Panel Discussion Survey,Student,India,Kolkata,K-12 School,Tier 3,On-campus,Business,High School,9,15,2,2,4,3,4.4,QuillBot,,Interview prep; Research summarization; Assignment writing,Project,Not aware,Allowed with citation,0.44,0.48,2,1,3,3,3,0,0.9,-0.4,2.5,,0.0,Medium
R102278,2025-03-11,Panel Discussion Survey,Faculty,India,Bengaluru,Public University,Tier 2,Online,Business,Staff,,46,3,2,4,4,7.0,DALL·E,Grammarly; DALL·E,Career guidance; Language improvement,Take-home assignment,Not aware,Allowed (limited),0.39,0.65,4,4,2,2,3,0,,,,1.0,9.0,Medium
R102279,2025-10-04,Panel Discussion Survey,Student,USA,Austin,K-12 School,Tier 1,On-campus,Education,Postgraduate,2,23,3,2,4,4,5.8,ChatGPT,Copilot; Gemini; ChatGPT,Presentation creation; Interview prep,Online quiz,Heard of it,Allowed (limited),0.39,0.4,3,2,4,3,4,1,-2.4,-2.5,6.6,,2.3,Medium
R102280,2025-08-22,Workshop Feedback,Student,India,Bengaluru,EdTech Bootcamp,Tier 2,On-campus,Arts/Humanities,Undergraduate,3,17,2,2,4,3,3.0,Copilot,,Assignment writing; Note-making; Research summarization,In-class test,Read it,Unclear,0.29,0.0,5,3,3,3,4,0,-0.4,-3.3,-1.5,,1.8,Medium
R102281,2025-03-26,Workshop Feedback,Student,Singapore,Singapore,Public University,Tier 3,Hybrid,Computer Science,Postgraduate,2,21,3,2,4,2,5.2,Perplexity,Claude; ChatGPT,Exam revision; Quiz practice,Project,Heard of it,Unclear,0.45,0.4,3,2,3,1,3,0,-2.5,-1.7,1.8,,3.0,Medium
R102282,2025-03-02,Panel Discussion Survey,Student,Australia,Perth,Public University,Tier 2,On-campus,Arts/Humanities,High School,12,15,4,2,4,5,6.6,Claude,ChatGPT; QuillBot; Notion AI,Career guidance; Interview prep; Assignment writing,Viva/Oral,Trained on it,Allowed (limited),0.41,0.32,5,2,3,2,5,0,5.8,-1.1,-1.9,,2.3,High
R102283,2025-06-16,Panel Discussion Survey,Student,USA,Seattle,EdTech Bootcamp,Tier 3,Hybrid,Business,High School,9,17,2,2,4,5,13.4,Perplexity,Grammarly; Gemini; ChatGPT,Language improvement; Research summarization; Career guidance,Online quiz,Heard of it,Unclear,0.26,0.63,4,3,3,3,2,0,3.6,-1.1,-1.4,,0.0,Medium
R102284,2025-10-18,Class Survey,Student,Singapore,Singapore,Public University,Tier 3,On-campus,Engineering,Undergraduate,4,17,4,2,4,5,2.6,DALL·E,Notion AI,Coding help; Research summarization,In-class test,Heard of it,Unclear,0.26,0.46,4,3,4,4,2,0,1.0,2.4,-2.3,,4.4,High
R102285,2025-09-13,Panel Discussion Survey,Student,Australia,Melbourne,Public University,Tier 3,Hybrid,Sciences,Doctorate,1,35,2,2,4,3,0.2,Copilot,Gemini; Claude,Interview prep; Exam revision; Quiz practice,Viva/Oral,Heard of it,Allowed with citation,0.23,0.52,3,2,2,3,3,0,-3.3,-5.9,7.0,,2.1,Medium
R102286,2025-03-26,Panel Discussion Survey,Faculty,India,Chennai,EdTech Bootcamp,Tier 3,On-campus,Education,Staff,,60,3,2,4,2,4.4,ChatGPT,Gemini; Midjourney,Quiz practice,In-class test,Trained on it,Allowed with citation,0.04,0.71,3,4,2,3,4,0,,,,3.0,5.4,Medium
R102287,2025-12-18,Panel Discussion Survey,Student,UK,Birmingham,K-12 School,Tier 2,Hybrid,Arts/Humanities,Undergraduate,3,21,3,2,4,4,4.7,Grammarly,,Language improvement; Interview prep; Coding help,Online quiz,Not aware,Allowed with citation,0.36,0.32,5,2,5,3,4,0,5.8,1.6,-2.3,,2.5,Medium
R102288,2025-02-17,Panel Discussion Survey,Student,India,Mumbai,Community College,Tier 2,Hybrid,Business,Undergraduate,2,17,1,2,4,1,2.8,ChatGPT,Copilot; Grammarly,Interview prep,In-class test,Heard of it,Not allowed,0.32,0.3,5,3,4,2,4,0,1.7,4.3,1.0,,1.5,Low
R102289,2025-11-23,Panel Discussion Survey,Student,UK,London,Private University,Tier 3,Hybrid,Computer Science,Undergraduate,4,18,3,2,4,5,3.8,DALL·E,,Exam revision,Take-home assignment,Heard of it,Allowed (limited),0.34,0.46,2,3,4,3,3,0,-1.5,0.8,-0.7,,3.0,Medium
R102290,2025-02-22,Panel Discussion Survey,Admin,UAE,Dubai,EdTech Bootcamp,Tier 1,On-campus,Education,Staff,,31,3,2,4,2,2.5,DALL·E,ChatGPT; Notion AI,Assignment writing,Project,Trained on it,Allowed with citation,0.57,0.85,3,2,2,2,2,0,,,,2.0,11.6,Medium
R102291,2025-04-15,Panel Discussion Survey,Student,India,Hyderabad,Community College,Tier 1,Hybrid,Arts/Humanities,Postgraduate,2,24,3,2,4,3,4.5,ChatGPT,Grammarly; ChatGPT; DALL·E,Interview prep; Presentation creation; Research summarization,Take-home assignment,Not aware,Allowed (limited),0.59,0.68,3,2,3,3,4,0,3.5,-5.4,-1.6,,0.6,Medium
R102292,2025-07-15,Panel Discussion Survey,Student,India,Delhi,Community College,Tier 3,Hybrid,Arts/Humanities,Postgraduate,2,25,2,2,4,2,1.3,Perplexity,ChatGPT; Notion AI,Note-making,Project,Not aware,Allowed (limited),0.28,0.18,3,3,3,3,2,0,-1.4,-3.5,-0.1,,1.6,Medium
R102293,2025-05-21,Workshop Feedback,Student,Singapore,Singapore,K-12 School,Tier 2,On-campus,Sciences,Undergraduate,1,18,2,2,4,5,6.5,Khanmigo,Claude,Research summarization; Exam revision; Assignment writing,Project,Heard of it,Allowed (limited),0.1,0.26,5,3,3,4,3,0,-0.7,2.0,0.8,,2.7,Medium
R102294,2025-01-26,Workshop Feedback,Student,India,Bengaluru,Community College,Tier 2,Hybrid,Engineering,Undergraduate,3,23,4,2,4,5,3.3,Copilot,Gemini,Coding help; Language improvement,Online quiz,Heard of it,Allowed (limited),0.62,0.45,3,2,3,3,3,0,5.8,-2.8,-5.3,,0.0,High
R102295,2025-11-25,Panel Discussion Survey,Student,India,Kolkata,Private University,Tier 1,On-campus,Law,Undergraduate,3,23,2,2,4,2,3.2,Copilot,,Coding help,Take-home assignment,Not aware,Allowed (limited),0.44,0.22,2,3,2,5,2,0,3.8,-3.4,1.1,,1.3,Medium
R102296,2025-06-03,Panel Discussion Survey,Student,India,Delhi,Private University,Tier 2,On-campus,Arts/Humanities,Undergraduate,1,21,3,2,4,1,4.1,Stable Diffusion,Notion AI; Copilot; ChatGPT,Presentation creation; Interview prep; Quiz practice,In-class test,Heard of it,Allowed (limited),0.43,0.39,4,3,1,5,2,0,2.1,-10.9,-0.9,,0.0,Medium
R102297,2025-07-15,Panel Discussion Survey,Student,UAE,Dubai,Private University,Tier 3,Hybrid,Business,Undergraduate,3,20,3,2,4,3,1.1,Gemini,Grammarly,Assignment writing; Presentation creation,Viva/Oral,Heard of it,Unclear,0.26,0.35,4,4,3,3,4,1,-6.4,-0.1,1.3,,1.9,Medium
R102298,2025-11-12,Panel Discussion Survey,Student,Canada,Vancouver,Private University,Tier 2,On-campus,Computer Science,Undergraduate,3,20,3,2,4,4,2.2,Perplexity,Perplexity; ChatGPT; Stable Diffusion,Coding help; Research summarization,In-class test,Heard of it,Unclear,0.42,0.46,3,4,3,3,5,0,9.5,0.4,-1.2,,1.3,Medium
R102299,2024-12-26,Class Survey,Student,UK,London,Private University,Tier 2,On-campus,Arts/Humanities,Undergraduate,4,20,3,2,4,4,7.2,ChatGPT,ChatGPT; Gemini,Coding help; Exam revision,Take-home assignment,Heard of it,Unclear,0.29,0.43,3,4,3,5,3,0,1.7,-0.8,2.3,,2.1,Medium
R102300,2025-06-17,Panel Discussion Survey,Faculty,India,Delhi,Private University,Tier 2,Hybrid,Business,Staff,,46,3,2,4,3,1.0,Gemini,Khanmigo; DALL·E; Claude,Assignment writing; Exam revision,Project,Heard of it,Allowed with citation,0.22,0.66,4,4,4,4,2,0,,,,1.0,2.7,Medium
R102301,2025-09-09,Workshop Feedback,Student,India,Mumbai,K-12 School,Tier 3,Hybrid,Education,Undergraduate,1,20,4,2,4,4,6.5,Midjourney,Stable Diffusion; ChatGPT,Coding help; Assignment writing,Project,Read it,Not allowed,0.48,0.39,3,2,4,4,3,0,-0.6,-2.6,-0.3,,0.2,Medium
R102302,2025-10-04,Panel Discussion Survey,Student,India,Delhi,Private University,Tier 3,On-campus,Education,High School,12,17,4,2,4,7,8.5,Grammarly,Gemini; DALL·E,Assignment writing,Online quiz,Heard of it,Allowed with citation,0.24,0.23,4,3,5,3,2,0,-1.7,1.5,-0.9,,1.5,High
R102303,2025-06-09,Panel Discussion Survey,Student,UAE,Sharjah,Public University,Tier 2,On-campus,Engineering,Undergraduate,3,23,4,2,4,7,7.6,Notion AI,Midjourney; QuillBot; Notion AI,Exam revision; Interview prep; Research summarization,In-class test,Heard of it,Unclear,0.56,0.44,3,2,4,3,3,0,3.5,-1.5,0.3,,1.5,High
R102304,2025-07-31,Panel Discussion Survey,Student,Canada,Toronto,Private University,Tier 2,On-campus,Medicine,Postgraduate,1,25,2,2,4,4,7.7,ChatGPT,Copilot; ChatGPT,Presentation creation; Interview prep,In-class test,Heard of it,Unclear,0.33,0.26,5,4,3,2,3,0,8.8,-0.5,-2.8,,0.2,Medium
R102305,2025-09-25,Panel Discussion Survey,Student,UK,Edinburgh,Public University,Tier 2,Hybrid,Arts/Humanities,Postgraduate,1,27,5,2,4,7,10.3,Midjourney,,Quiz practice,Take-home assignment,Not aware,Allowed (limited),0.47,0.88,4,4,3,5,1,0,15.0,-6.1,-0.1,,0.0,High
R102306,2025-03-07,Panel Discussion Survey,Student,India,Hyderabad,K-12 School,Tier 2,Hybrid,Engineering,Undergraduate,4,22,3,2,4,6,7.8,Gemini,,Language improvement,Online quiz,Read it,Allowed with citation,0.34,0.6,3,3,3,4,3,0,2.9,-3.3,0.2,,3.5,High
R102307,2025-11-20,Workshop Feedback,Student,USA,Boston,Private University,Tier 1,Hybrid,Sciences,Doctorate,5,24,3,2,4,7,4.1,Perplexity,ChatGPT; Gemini,Interview prep,Viva/Oral,Heard of it,Unclear,0.16,0.68,3,4,2,3,4,1,-0.5,1.1,-2.8,,0.6,High
R102308,2025-09-04,Panel Discussion Survey,Student,India,Hyderabad,Private University,Tier 2,Hybrid,Computer Science,Undergraduate,4,21,3,2,4,4,6.2,Gemini,,Quiz practice; Interview prep,Project,Not aware,Unclear,0.17,0.62,2,4,4,3,3,0,4.7,1.0,6.2,,0.6,Medium
R102309,2025-05-06,Panel Discussion Survey,Faculty,USA,Chicago,K-12 School,Tier 2,Online,Sciences,Staff,,44,2,2,4,1,0.0,Perplexity,,Exam revision; Assignment writing,Online quiz,Trained on it,Not allowed,0.64,0.01,3,4,3,2,2,0,,,,4.0,17.1,Low
R102310,2025-02-15,Panel Discussion Survey,Admin,UAE,Sharjah,Public University,Tier 2,On-campus,Computer Science,Staff,,41,5,2,4,7,8.0,Notion AI,Copilot; Perplexity,Language improvement,Online quiz,Trained on it,Unclear,0.51,0.46,4,4,2,3,4,0,,,,2.0,14.2,High
R102311,2025-06-09,Workshop Feedback,Student,UK,London,Public University,Tier 2,On-campus,Business,Undergraduate,1,21,2,2,4,2,2.4,Claude,ChatGPT; Claude; Perplexity,Exam revision; Language improvement; Coding help,Project,Read it,Not allowed,0.02,0.1,3,4,4,3,1,0,2.2,-2.9,3.4,,0.5,Medium
R102312,2025-06-12,Panel Discussion Survey,Student,UAE,Dubai,K-12 School,Tier 1,On-campus,Education,Postgraduate,1,21,3,2,4,3,7.4,Perplexity,,Coding help; Interview prep; Assignment writing,Online quiz,Heard of it,Unclear,0.52,0.73,3,2,3,1,3,0,2.3,-5.9,3.7,,0.0,Medium
R102313,2025-05-31,Workshop Feedback,Student,Singapore,Singapore,Private University,Tier 1,On-campus,Computer Science,Undergraduate,3,23,4,2,4,4,4.3,Copilot,,Career guidance,Project,Heard of it,Allowed (limited),0.24,0.68,5,3,3,2,3,0,4.3,-2.6,4.5,,1.4,Medium
R102314,2025-07-08,Workshop Feedback,Student,India,Pune,K-12 School,Tier 2,On-campus,Business,Undergraduate,3,20,3,2,4,4,2.0,Grammarly,,Interview prep; Research summarization; Coding help,Online quiz,Heard of it,Not allowed,0.45,0.52,3,4,3,2,4,1,-4.8,-2.3,1.5,,2.3,Medium
R102315,2025-05-11,Panel Discussion Survey,Student,India,Delhi,K-12 School,Tier 1,Online,Computer Science,High School,9,15,3,2,4,2,5.3,Perplexity,Copilot; Stable Diffusion,Assignment writing,Take-home assignment,Not aware,Unclear,0.62,0.35,3,2,3,4,3,0,-5.4,-2.5,0.3,,1.9,Medium
R102316,2025-07-25,Workshop Feedback,Student,India,Mumbai,EdTech Bootcamp,Tier 1,On-campus,Education,Undergraduate,2,19,2,2,4,1,2.7,Midjourney,Claude; DALL·E; Midjourney,Research summarization; Presentation creation; Quiz practice,Online quiz,Heard of it,Allowed with citation,0.24,0.29,2,5,5,2,4,0,-2.1,2.1,0.7,,0.3,Low
R102317,2025-06-16,Panel Discussion Survey,Student,UAE,Dubai,Public University,Tier 3,On-campus,Arts/Humanities,Undergraduate,1,21,1,2,4,1,2.7,ChatGPT,,Assignment writing; Language improvement,Take-home assignment,Read it,Unclear,0.42,0.14,3,4,3,1,4,0,-0.5,1.2,0.7,,0.0,Low
R102318,2025-11-07,Panel Discussion Survey,Student,UAE,Dubai,K-12 School,Tier 2,Hybrid,Computer Science,Postgraduate,1,28,3,2,4,2,5.4,ChatGPT,,Interview prep; Research summarization,Online quiz,Heard of it,Allowed with citation,0.48,0.57,3,4,3,2,4,0,2.4,0.2,0.9,,0.0,Medium
R102319,2025-08-05,Panel Discussion Survey,Faculty,UAE,Dubai,K-12 School,Tier 3,Online,Engineering,Staff,,34,4,2,4,6,10.6,ChatGPT,ChatGPT,Assignment writing; Career guidance; Research summarization,Project,Trained on it,Not allowed,0.75,0.55,2,4,3,5,4,0,,,,5.0,8.9,High
R102320,2025-07-31,Class Survey,Student,UK,Edinburgh,Public University,Tier 2,On-campus,Business,High School,9,15,3,2,4,4,3.0,ChatGPT,,Coding help; Note-making; Exam revision,Project,Heard of it,Unclear,0.45,0.57,3,2,2,3,4,0,12.9,-0.8,-1.1,,2.0,Medium
R102321,2024-12-25,Panel Discussion Survey,Student,India,Hyderabad,EdTech Bootcamp,Tier 2,Hybrid,Sciences,Undergraduate,4,19,2,2,4,3,0.8,Perplexity,Notion AI,Assignment writing; Exam revision; Language improvement,In-class test,Heard of it,Allowed (limited),0.18,0.45,4,2,3,2,1,0,-5.3,-3.7,-4.9,,0.5,Medium
R102322,2025-04-06,Class Survey,Student,USA,New York,Private University,Tier 2,Online,Computer Science,Undergraduate,2,23,3,2,4,5,7.7,ChatGPT,ChatGPT; Perplexity; DALL·E,Interview prep; Quiz practice,Project,Heard of it,Not allowed,0.0,0.6,4,3,2,2,3,0,5.9,-5.0,-2.2,,0.4,Medium
R102323,2025-11-03,Panel Discussion Survey,Student,UK,Birmingham,K-12 School,Tier 1,On-campus,Arts/Humanities,Undergraduate,3,22,4,2,4,5,5.5,ChatGPT,ChatGPT,Coding help; Note-making; Quiz practice,Take-home assignment,Read it,Allowed (limited),0.28,0.62,3,4,4,3,3,0,6.1,-1.5,0.8,,0.0,High
R102324,2025-04-24,Class Survey,Student,India,Delhi,Community College,Tier 3,Hybrid,Engineering,Undergraduate,1,19,3,2,4,5,5.7,Gemini,,Exam revision,Online quiz,Not aware,Allowed (limited),0.26,0.65,4,4,2,3,4,0,2.3,-2.9,3.0,,1.1,Medium
R102325,2025-11-04,Class Survey,Admin,India,Hyderabad,Private University,Tier 3,On-campus,Arts/Humanities,Staff,,52,5,2,4,6,5.0,Perplexity,Perplexity; Stable Diffusion; QuillBot,Quiz practice; Exam revision,In-class test,Read it,Allowed (limited),0.67,0.74,4,5,2,4,3,0,,,,3.0,8.7,High
R102326,2025-02-04,Panel Discussion Survey,Student,India,Pune,Public University,Tier 2,On-campus,Sciences,Undergraduate,3,22,2,2,4,2,3.6,Grammarly,,Assignment writing; Quiz practice; Coding help,Online quiz,Read it,Allowed with citation,0.5,0.28,4,3,2,5,4,0,4.2,0.8,0.9,,0.2,Medium
R102327,2025-02-27,Panel Discussion Survey,Student,India,Chennai,EdTech Bootcamp,Tier 3,On-campus,Engineering,Undergraduate,2,19,3,2,4,2,3.2,Copilot,,Interview prep; Presentation creation; Note-making,Project,Heard of it,Allowed with citation,0.15,0.54,5,3,3,2,2,0,-4.0,-3.7,-3.8,,2.8,Medium
R102328,2025-01-09,Panel Discussion Survey,Student,Canada,Vancouver,Private University,Tier 2,On-campus,Education,Undergraduate,4,18,2,2,4,3,3.3,Stable Diffusion,ChatGPT; QuillBot; Khanmigo,Exam revision,Take-home assignment,Not aware,Unclear,0.5,0.43,2,3,1,3,5,0,4.5,-4.4,3.3,,0.0,Medium
R102329,2025-02-03,Panel Discussion Survey,Student,Australia,Sydney,Public University,Tier 3,Hybrid,Engineering,Undergraduate,1,23,5,2,4,5,3.2,ChatGPT,,Assignment writing; Exam revision; Coding help,Project,Heard of it,Allowed with citation,0.35,0.58,3,2,1,4,4,0,7.9,-5.4,4.1,,0.0,High
R102330,2025-01-18,Class Survey,Student,USA,San Francisco,Public University,Tier 3,Online,Arts/Humanities,High School,11,18,3,2,4,4,7.2,Perplexity,,Presentation creation; Career guidance; Research summarization,Project,Read it,Not allowed,0.2,0.45,3,5,3,3,2,0,6.6,-1.4,1.3,,1.0,Medium
R102331,2025-09-06,Panel Discussion Survey,Student,India,Pune,K-12 School,Tier 1,On-campus,Engineering,High School,12,15,5,2,4,6,7.7,Gemini,Copilot; Grammarly; DALL·E,Interview prep,Project,Heard of it,Allowed (limited),0.24,0.79,4,3,2,2,4,0,10.8,-3.0,-2.3,,1.4,High
R102332,2025-08-20,Panel Discussion Survey,Faculty,UK,Manchester,Public University,Tier 3,Hybrid,Business,Staff,,56,3,2,4,2,4.6,Khanmigo,,Quiz practice; Career guidance,Viva/Oral,Read it,Allowed (limited),0.41,0.55,1,4,4,4,2,0,,,,7.0,15.9,Medium
R102333,2025-12-04,Panel Discussion Survey,Student,UK,London,Community College,Tier 3,On-campus,Computer Science,Postgraduate,2,29,4,2,4,5,1.8,ChatGPT,ChatGPT; Gemini; Perplexity,Exam revision; Research summarization; Assignment writing,Online quiz,Not aware,Allowed with citation,0.31,0.7,4,4,3,3,3,0,-0.9,-1.6,-1.9,,1.6,High
R102334,2025-01-22,Workshop Feedback,Student,India,Pune,K-12 School,Tier 2,On-campus,Computer Science,Undergraduate,1,23,3,2,4,4,4.9,Stable Diffusion,Perplexity,Exam revision; Assignment writing,Take-home assignment,Heard of it,Allowed (limited),0.59,0.46,2,3,4,2,3,0,3.4,-2.4,-0.8,,1.5,Medium
R102335,2025-02-14,Panel Discussion Survey,Student,Canada,Montreal,Public University,Tier 1,Hybrid,Sciences,Undergraduate,3,23,4,2,4,5,4.6,Grammarly,Stable Diffusion,Interview prep; Assignment writing,Project,Not aware,Unclear,0.26,0.74,4,3,3,2,3,0,8.3,2.5,-2.1,,3.0,High
R102336,2025-07-29,Panel Discussion Survey,Faculty,India,Delhi,Private University,Tier 3,On-campus,Law,Staff,,49,2,2,4,2,2.5,Perplexity,Gemini; ChatGPT,Language improvement; Assignment writing; Coding help,Online quiz,Trained on it,Not allowed,0.46,0.51,5,4,2,4,3,0,,,,6.0,12.1,Medium
R102337,2025-10-17,Class Survey,Student,India,Delhi,Public University,Tier 2,Hybrid,Business,Postgraduate,2,21,3,2,4,3,5.5,Perplexity,DALL·E,Assignment writing,Project,Not aware,Allowed with citation,0.13,0.3,4,4,3,4,3,1,-3.8,-2.4,0.9,,0.7,Medium
R102338,2025-08-09,Panel Discussion Survey,Student,India,Delhi,EdTech Bootcamp,Tier 2,On-campus,Medicine,Postgraduate,1,21,2,2,4,3,4.3,Claude,,Career guidance; Interview prep; Research summarization,Project,Trained on it,Allowed with citation,0.52,0.31,2,3,4,2,2,0,2.5,-2.2,1.4,,3.1,Medium
R102339,2025-12-03,Class Survey,Student,India,Delhi,K-12 School,Tier 3,Online,Education,Postgraduate,2,29,3,2,4,3,3.6,ChatGPT,,Coding help; Assignment writing; Career guidance,Project,Heard of it,Allowed with citation,0.37,0.3,3,1,4,2,3,0,0.4,-2.9,-2.2,,0.0,Medium
R102340,2025-09-06,Class Survey,Student,Australia,Brisbane,Private University,Tier 2,On-campus,Engineering,Undergraduate,3,23,2,2,4,1,1.2,DALL·E,Perplexity; Copilot,Assignment writing,In-class test,Heard of it,Unclear,0.33,0.18,3,2,4,4,3,0,3.9,1.9,0.9,,0.0,Low
R102341,2025-10-17,Class Survey,Student,India,Delhi,Private University,Tier 3,On-campus,Engineering,Postgraduate,1,21,3,2,4,5,2.9,Khanmigo,,Assignment writing; Exam revision; Coding help,In-class test,Heard of it,Allowed with citation,0.29,0.93,5,2,3,5,5,0,5.4,0.8,1.8,,2.5,Medium
R102342,2025-03-06,Class Survey,Student,India,Hyderabad,Private University,Tier 2,Hybrid,Education,High School,12,14,3,2,4,5,4.2,ChatGPT,Notion AI; ChatGPT; Perplexity,Presentation creation; Interview prep; Quiz practice,Viva/Oral,Not aware,Allowed with citation,0.28,0.75,2,5,4,5,5,0,5.6,-0.7,-3.9,,0.4,Medium
